,True,ABE_preds,ART_preds,BAS_preds,BLA_preds,EBO_preds,EOS_preds,FGC_preds,HAC_preds,KSC_preds,LYI_preds,LYT_preds,MMZ_preds,MON_preds,MYB_preds,NGB_preds,NGS_preds,NIF_preds,OTH_preds,PEB_preds,PLM_preds,PMO_preds,Pred
32,1,0.60179913,0.047706597,0.964173,0.7962918,0.9989956,0.87513924,0.81293195,0.66744405,0.99999976,1.0,0.95854086,0.9861857,0.99914575,0.99981886,0.8108152,0.050439432,0.470388,0.90347826,0.99996984,0.9649316,0.9998399,1
33,1,0.60011494,0.5322593,0.1874067,0.6723778,0.99481285,0.999974,0.74797255,0.6669487,0.9999999,1.0,0.2868097,0.99145,0.9955063,0.9927719,0.9478434,0.9999999,0.41243196,0.9999746,0.9996835,0.9994929,0.99967194,2
34,1,0.60162616,0.23098896,0.7270524,0.6939929,0.99977285,0.20172518,0.62971365,0.6668933,0.3486449,0.9987758,0.9311871,0.9305299,0.99457705,0.99939907,0.8134297,0.9996074,0.4097577,0.8404351,0.9996414,0.99933016,0.9999845,5
35,1,0.6006909,0.012617859,0.14693643,0.55489254,0.999793,0.9988192,0.8146396,0.66653264,0.99990976,0.993573,0.98598516,0.99639904,0.975957,0.99964905,0.77567726,0.9998703,0.47172445,0.9485178,0.99425715,0.99505264,0.7103142,1
36,1,0.6011092,0.9813044,0.89466006,0.65168756,0.9992785,0.10009529,0.73931324,0.6669794,0.99099624,0.99797934,0.99871075,0.9482085,0.9946892,0.9978173,0.2101823,0.94552755,0.3867097,0.9422406,0.9999937,0.9967354,0.999961,5
37,1,0.60078996,0.0043277647,0.9413326,0.7493446,0.9993024,0.5863407,0.86811936,0.6673386,0.9999764,0.99999917,0.98701525,0.94977355,0.999673,0.9974445,0.6586887,0.9901433,0.61674047,0.7696419,0.9999974,0.99471754,0.99970216,1
38,1,0.6007354,0.8575855,0.2374624,0.7888187,0.54241794,0.9690801,0.76913136,0.6666042,0.9999993,1.0,0.9820555,0.39192304,0.9894181,0.96691585,0.42667344,0.560396,0.56808954,0.9981786,0.9999912,0.84804094,0.9994795,2
39,1,0.60036695,0.03146134,0.5825812,0.5710141,0.99897707,0.99998045,0.78776187,0.6671602,0.99999654,0.9999982,0.9237328,0.95264417,0.97174543,0.9902428,0.94505024,0.99999475,0.23242861,0.9934127,0.99989986,0.96011245,0.99956757,1
40,1,0.60122097,0.020489994,0.8009151,0.68338543,0.9947641,0.9998803,0.5677046,0.6678087,0.9998673,0.99993145,0.90465176,0.9648021,0.9990237,0.9973335,0.2605848,0.9615176,0.36200303,0.99814653,0.9999987,0.99512345,0.99862766,1
41,1,0.5996757,0.10969705,0.60952616,0.6892567,0.36124745,0.99999833,0.4952462,0.66677326,0.9999999,0.9999995,0.99403644,0.0008571914,0.99794275,0.93289286,0.97989136,0.99994946,0.916505,0.9753058,0.9998159,0.8330008,0.9856581,11
42,1,0.6009942,0.15969092,0.86684984,0.47374552,0.99975735,0.9994931,0.502991,0.66746837,0.03536496,0.97593033,0.9785876,0.9957948,0.95024186,0.92943716,0.98484343,0.9999999,0.32496366,0.99794406,0.99963844,0.93340003,0.997352,8
43,1,0.6012437,0.0772178,0.75967073,0.6004267,0.9995746,0.9999943,0.7770377,0.66701746,0.9840867,0.99999666,0.9977336,0.99845815,0.9963406,0.9776022,0.9834172,1.0,0.37178054,0.9379095,0.99805415,0.99652797,0.9997495,1
44,1,0.6005714,0.8135864,0.953992,0.6421403,0.9974136,0.99982697,0.76971936,0.66731423,0.999998,0.99999964,0.9325335,0.5330711,0.9946249,0.96019566,0.14441326,0.999329,0.5335931,0.96431565,0.9999467,0.8897528,0.9989868,14
45,1,0.6011286,0.01399505,0.92325234,0.73163015,0.9988263,1.0,0.87583554,0.6671618,0.99986887,1.0,0.9958626,0.99146336,0.99929297,0.99386543,0.924863,0.99994075,0.61525136,0.85053915,0.9999597,0.9923528,0.99952173,1
46,1,0.60045147,0.51312697,0.98821044,0.6515711,0.9929731,0.99776614,0.38344556,0.6673303,0.999681,0.99999905,0.1806421,0.3308384,0.958618,0.9704165,0.9559275,0.99999833,0.089061454,0.9957496,0.9967744,0.998114,0.99991417,16
47,1,0.60076743,0.06994562,0.5413282,0.5165543,0.999292,0.96954834,0.41741815,0.66687524,0.0013050684,0.98065495,0.9949438,0.99665076,0.91482913,0.9889048,0.9728482,1.0,0.49647334,0.41855022,0.97219217,0.8619644,0.9850472,8
48,1,0.6008331,0.0016782352,0.7335389,0.51246536,0.9994553,0.99995935,0.7441983,0.66730636,0.9999192,0.9998018,0.95571446,0.8933413,0.99858654,0.87332225,0.8848969,0.7632802,0.19980556,0.9988607,0.9999753,0.98791844,0.99874914,1
49,1,0.6004399,0.0072526284,0.6427928,0.61632967,0.9991416,0.99870694,0.5797135,0.6673465,0.99999976,0.99998987,0.51702183,0.9431101,0.99930024,0.9982603,0.012349499,0.99941754,0.26163438,0.99993324,0.9999982,0.9626024,0.9997242,1
50,1,0.6003861,0.029963553,0.81123406,0.8441421,0.9947753,0.9999958,0.7165537,0.6668438,0.36142874,0.99997115,0.9971481,0.99488974,0.99637127,0.9940241,0.8233687,0.9283573,0.30215073,0.94938016,0.99999964,0.9736535,0.99992204,1
51,1,0.60069793,0.015701866,0.7318873,0.5791102,0.99678063,0.9999584,0.76610434,0.66649306,0.9999919,0.30618733,0.99077284,0.9999721,0.9970831,0.9995504,0.9345085,0.99999905,0.29170433,0.996628,0.7272513,0.9914351,0.9999889,1
52,2,0.60021263,0.99782735,0.4560536,0.6777553,0.00017965058,0.9956311,0.7162087,0.6663488,1.0,0.99576557,0.8706719,0.97647846,0.6088769,0.9288826,0.40568236,0.99986994,0.20988728,0.9999758,0.99539316,0.8647035,0.8642263,4
53,2,0.60160494,0.93138814,0.8269923,0.73797196,0.99853015,3.877775e-05,0.5914078,0.6675533,1.0,0.99991095,0.83630246,0.9999541,0.9991842,0.99771416,0.3969171,0.048422124,0.46041206,0.9999676,0.9999893,0.97908396,0.9929311,5
54,2,0.60082453,0.6918173,0.002429409,0.6203002,0.996229,0.9997807,0.3990361,0.6673059,0.9999999,0.9999387,0.9215566,0.2286784,0.99422544,0.95803434,0.6960673,0.0008464245,0.5801679,0.999143,0.9979522,0.5979182,0.99982005,15
55,2,0.6007481,0.93300635,0.7511805,0.66387826,0.97721046,0.9998142,0.47631314,0.6676526,0.99998975,0.99732494,0.979988,0.15095675,0.9982798,0.22474526,0.0571876,0.5594238,0.6921536,0.9998652,0.99999964,0.7627112,0.99994636,14
56,2,0.59947205,0.63667095,0.6942851,0.55753136,5.712345e-07,0.94555485,0.6978874,0.66671115,1.0,0.99999857,0.93610936,0.9978682,0.8028971,0.30420318,0.37558082,0.97067225,0.274715,0.9992544,0.9999428,0.84388655,0.9757724,4
57,2,0.60118407,0.006502526,0.20196839,0.734416,0.7912754,0.9997582,0.6878464,0.6678157,0.9999999,0.9999968,0.88623875,0.8777322,0.9990533,0.95507944,0.7511439,0.99994695,0.49273878,0.99999285,0.9999988,0.95683545,0.9998271,1
58,2,0.6006679,0.49637732,0.97568464,0.49647015,0.990455,0.9998685,0.29995406,0.66723835,1.0,0.9999956,0.9641039,0.87281096,0.99536127,0.6970629,0.53340507,2.8352419e-05,0.38865548,0.9658003,0.9999877,0.8276175,0.82543194,15
59,2,0.6000981,0.68954515,0.20712323,0.6671385,0.9991486,0.28643742,0.52085716,0.6666223,1.0,0.9997167,0.98326856,0.8682601,0.7101141,0.8493722,0.8142303,0.9992434,0.3653662,0.982498,0.99957913,0.9917129,0.9998404,2
60,2,0.60018766,0.8741595,8.1441885e-06,0.5805767,0.9938659,0.9773007,0.38254732,0.6670188,0.99999523,0.99999857,0.9795554,0.38802958,0.91565716,0.26813594,0.91832775,0.999571,0.90200484,0.4864289,0.99928266,0.9507968,0.75390166,2
61,2,0.6006083,0.528639,0.0010392972,0.63137513,0.7393485,7.21821e-05,0.77004373,0.66715944,1.0,0.9999981,0.68667984,0.9975957,0.99659663,0.9841372,0.23932947,0.9999707,0.44286042,0.999801,0.9960466,0.8745967,0.9998753,5
62,2,0.60040426,0.0006549534,0.052858897,0.49206552,0.9795039,0.9171154,0.39453405,0.6670207,0.99998116,0.9999907,0.98257715,0.8022176,0.99142516,0.13423489,0.038259547,0.9999511,0.7313491,0.9978903,0.99954563,0.9236673,0.9993795,1
63,2,0.600206,0.25514752,0.3665033,0.79623634,0.9787902,0.99967086,0.47743243,0.6668019,1.0,0.9999993,0.91255677,0.58514696,0.35666674,0.6627598,0.5507203,0.9996024,0.3419417,0.9999156,0.9999988,0.9990119,0.9873876,1
64,2,0.60126925,0.16270329,0.00047384237,0.7380922,0.7193877,0.9893434,0.5823591,0.667776,0.99999905,0.9999995,0.97401977,0.24022256,0.99917185,0.11240442,0.26816913,0.07891918,0.61430335,0.99989974,0.99998975,0.9308416,0.99865925,2
65,2,0.60055244,0.3199379,0.41768256,0.35548407,0.99910337,0.999951,0.5220716,0.66698396,1.0,0.122036934,0.9809769,0.9978655,0.978754,0.21413611,0.9818601,1.0,0.4488669,0.67374927,0.9989104,0.98771244,0.028684769,20
66,2,0.6010111,0.24313301,0.9003947,0.7148795,0.99894875,0.97158325,0.51533335,0.6677536,0.99980336,0.9998679,0.9400011,0.11510694,0.9752803,0.92692703,0.14608139,0.89565,0.7041908,0.99961275,0.99961615,0.94568586,0.9999901,11
67,2,0.5998043,0.20044732,0.8520641,0.4466353,0.9972625,3.645703e-10,0.7085288,0.66660595,1.0,0.8033295,0.98841184,0.88303924,0.9881257,0.95691437,0.85823774,0.99999785,0.5651976,0.9876902,0.7968041,0.9876781,0.8692608,5
68,2,0.60114783,0.67759323,0.0895905,0.5742071,0.99927324,0.9125733,0.1642093,0.6669317,0.999653,0.22980706,0.928938,0.966775,0.99473333,0.99634224,0.38891914,0.0007615576,0.1600693,0.41293177,0.9990651,0.9916407,0.9947568,15
69,2,0.6013348,0.007487364,0.94790065,0.6991142,0.9983645,0.99982977,0.42949256,0.6678645,0.99957186,0.99997115,0.98151946,0.97784525,0.98529816,0.998858,0.09174907,0.0003738138,0.70625895,0.999642,0.9999962,0.9795837,0.99990594,15
70,2,0.60112613,0.9433511,0.7276534,0.60738266,0.9998043,0.99905735,0.44120094,0.6675474,0.99989057,1.0,0.9774359,0.42913398,0.9710744,0.11527121,0.53787553,1.0,0.52600646,0.99322057,0.9999739,0.99305904,0.069641255,20
71,2,0.60069835,0.1656795,0.79595983,0.59474397,0.9998221,0.00029332755,0.39537445,0.66710633,0.99987876,0.99946505,0.9467677,0.9430472,0.999648,0.9969893,0.19619446,2.308149e-05,0.13713482,0.99815065,0.9999883,0.8647964,0.98925215,15
72,2,0.6010127,0.15056849,0.48437697,0.7460943,0.8229221,0.99875605,0.72220045,0.6677139,1.0,0.9996643,0.9609554,0.88284063,0.9984927,0.99613416,0.16792615,0.036822062,0.53523296,0.9999981,0.99995744,0.57732093,0.9996537,15
73,2,0.60102564,0.9999995,0.32882446,0.72656685,0.09624799,0.9999232,0.6315093,0.6674419,1.0,0.9999994,0.57095057,0.97928464,0.52654445,0.21352504,0.86299384,0.9999877,0.25758845,0.9999956,0.9996817,0.2400967,0.9964,4
74,2,0.6004486,0.8579208,0.38816974,0.7560598,0.99395025,0.99996865,0.53880334,0.66689336,1.0,0.99999785,0.9751133,0.27691716,0.967166,0.99460524,0.21147877,0.022781815,0.68830335,0.7273242,0.9999815,0.94879085,0.99928707,15
75,2,0.6013026,0.062886074,0.08371754,0.7226322,0.9987068,0.99969745,0.39004856,0.66787994,1.0,0.98478955,0.07718465,0.17690474,0.9813478,0.97703665,0.0545537,0.938795,0.797598,0.99999845,0.999912,0.9732487,0.9768425,14
76,2,0.6003883,0.9385599,0.83421844,0.7263103,0.9994773,0.8433587,0.66985,0.6670461,0.99999964,0.9999993,0.954025,0.9906583,0.99892706,0.009421998,0.07739387,0.99872833,0.30336335,0.9997991,0.9998472,0.99781644,0.9990246,13
77,2,0.6003297,0.3320313,0.6849771,0.72986746,0.99289286,0.020689998,0.34080875,0.6669967,0.983021,0.99999976,0.99071234,0.99988186,0.99916196,0.99029213,0.10232617,4.4462067e-06,0.37361202,0.9946355,0.99997795,0.9786347,0.9992567,15
78,2,0.6006441,0.19352189,2.808541e-06,0.46843383,0.9985172,0.974411,0.3273322,0.66696215,0.040411323,0.99709547,0.99026066,0.99761605,0.88292956,0.9737448,0.95889217,0.9998839,0.49165443,0.99033666,0.9973078,0.8419557,0.9939336,2
79,2,0.6002628,0.9996582,0.7451621,0.80718386,2.4883464e-06,0.9999702,0.6981412,0.6669592,1.0,1.0,0.9789971,0.9977543,0.99418855,0.091956876,0.42704195,0.99984396,0.32689378,0.9998234,0.99999774,0.97659403,0.9953381,4
80,2,0.60101897,0.99602795,0.00018170026,0.64811206,0.99973077,0.95056796,0.3609297,0.6676155,1.0,0.9999969,0.98746294,0.0077116853,0.95622957,0.4357847,0.09974271,0.9979353,0.8324191,0.99998736,0.99998677,0.98342556,0.9646623,2
81,2,0.6004584,0.99567825,0.21604815,0.554777,0.9984074,0.99992645,0.6816864,0.66664535,0.9999982,0.9997621,0.9975169,0.21097833,0.88093746,0.41267738,0.6012653,0.9999999,0.37755346,0.9992004,0.99748296,0.98834795,0.46989244,11
82,2,0.60130155,0.02553878,0.017358975,0.7008474,0.9920265,0.9984394,0.5134483,0.66763085,0.99999857,0.9942357,0.88751376,0.08962244,0.9956376,0.9465239,0.02722159,0.8202653,0.7750551,0.99998665,0.9999939,0.9251793,0.9993253,2
83,2,0.6012597,0.09824574,0.0023544342,0.66533536,0.99320483,0.99706227,0.39738137,0.667566,0.9998888,0.9999999,0.9514905,0.01140431,0.9887046,0.26411894,0.22327848,0.9635296,0.60050905,0.9999839,0.9999776,0.90542006,0.99982136,2
84,2,0.6003009,0.99985003,0.52111137,0.7602878,0.015635407,0.9999838,0.67972594,0.6667893,1.0,1.0,0.9168314,0.15079433,0.80728316,0.97545105,0.29452997,0.9999143,0.49792275,0.99975044,0.9999969,0.9924239,0.9779213,4
85,2,0.5999488,0.9684729,0.53494805,0.6754474,4.3470045e-05,0.99912184,0.6329438,0.66643316,1.0,0.99999344,0.9848713,0.99740905,0.8817882,0.79014254,0.43313265,0.999374,0.43236673,0.9999962,0.9973706,0.9639283,0.89042145,4
86,2,0.60049367,0.4242378,0.76502085,0.78566206,0.0045155035,0.99999857,0.41884995,0.66751707,1.0,0.99999905,0.98784685,0.3893367,0.9971002,0.9968477,0.6508582,0.9858601,0.6641776,0.9998704,0.9999969,0.8484975,0.99708134,4
87,2,0.6002148,0.02752563,0.008382363,0.8003905,0.98956656,0.99936384,0.71846557,0.6672008,0.8633076,0.9999981,0.8784957,0.93374157,0.9996606,0.9586938,0.055493023,0.48689005,0.22144768,0.9903296,0.9999975,0.99486744,0.9999517,2
88,2,0.6008064,0.0015594475,0.038594082,0.5550026,0.9994783,0.97301674,0.40023825,0.66743803,0.9975291,0.9999,0.9279514,0.9875695,0.9036734,0.9403845,0.25638005,0.99998605,0.75472957,0.9999511,0.999987,0.86157995,0.9999565,1
89,2,0.6007175,0.73492074,0.019387562,0.6817682,0.9982468,4.390323e-11,0.75630265,0.66716826,1.0,1.0,0.9895504,0.9765413,0.9782577,0.99853635,0.23043214,0.98879683,0.37511513,0.9998443,0.9999974,0.9170721,0.9993223,5
90,2,0.60084426,0.9972096,0.00027936962,0.58791465,0.9950251,0.9993117,0.4001832,0.6675161,0.999998,0.99969506,0.98476136,0.10568437,0.965836,0.9884802,0.3387825,0.99698,0.8155219,0.99146515,0.9999918,0.9648728,0.99521035,2
91,2,0.60053563,0.41739386,0.6006301,0.7715974,0.98894775,0.999537,0.5856149,0.6671487,1.0,0.16346599,0.883099,0.99997795,0.8541407,0.98797196,0.99023026,0.99955124,0.10219368,0.9995695,0.9992835,0.9538641,0.9812703,16
92,2,0.6008883,0.8853054,0.0075619845,0.7277686,0.9995504,0.99819773,0.42619723,0.6671821,0.99287015,0.9999039,0.9679372,0.98742676,0.9881294,0.9664238,0.030748038,0.05314943,0.37252402,0.9276867,0.99996734,0.9718679,0.99991953,2
93,2,0.60122615,0.005015321,0.7281704,0.74396044,0.4599539,0.99991035,0.6791305,0.6678561,1.0,0.9999782,0.9876736,0.17481011,0.9951519,0.77411747,0.1549938,0.9999206,0.6512802,0.99999046,0.99998724,0.8075466,0.9996592,1
94,2,0.60119295,0.010078082,0.58826286,0.65060204,0.996445,0.9998561,0.4070101,0.66761446,0.9998803,0.99955016,0.9771721,0.080288865,0.98951286,0.9979353,0.07105049,3.6172535e-06,0.6733954,0.9994543,0.9999958,0.97092664,0.9991536,15
95,2,0.60120064,0.010486527,0.2593318,0.76121795,0.8312398,0.9944155,0.68185884,0.66779107,0.9999709,0.9999286,0.306645,0.9683652,0.9989079,0.94865733,0.32783264,0.9744887,0.5050852,0.9999846,0.99999785,0.6016725,0.99999475,1
96,2,0.5999369,0.9989317,0.10257803,0.5444683,0.9965609,0.9947336,0.40378672,0.66681916,0.99994695,0.99920624,0.9951348,0.9993432,0.29916734,0.98852086,0.91662586,0.9999999,0.9002797,0.99987626,0.70398545,0.19139029,0.0010268693,20
97,2,0.5992485,0.0069158925,0.0008427519,0.4709243,0.94738585,0.9986327,0.5714533,0.6664835,1.0,0.9986406,0.90603876,0.99921775,0.97654563,0.9782153,0.49538517,0.9946038,0.5303545,0.9999974,0.9318788,0.9172848,0.97869134,2
98,2,0.6007253,0.69616026,0.74576837,0.7956057,0.40571237,0.99991703,0.5930198,0.66750246,1.0,0.9036524,0.96464676,0.92122513,0.9227482,0.9792548,0.62933373,0.8294601,0.22764042,0.99136835,0.9992791,0.9780172,0.9564489,16
99,2,0.6007601,0.8590085,0.55802494,0.67741835,0.8816479,7.193888e-07,0.7782644,0.6672672,1.0,0.9967186,0.9268677,0.9688159,0.9924368,0.99116534,0.061834246,0.34810406,0.47438967,0.99993336,0.999943,0.8613927,0.97313505,5
100,2,0.60124797,0.30131808,0.9148745,0.6712766,0.999323,0.9994943,0.42232192,0.66750216,0.9998266,0.9999689,0.9899037,0.17212059,0.92746556,0.9735835,0.00029382715,0.00013766474,0.52172875,0.9999924,0.99999964,0.9603117,0.9994809,15
101,2,0.60083157,0.21776685,0.05076921,0.53799564,0.9986457,0.9844074,0.33414298,0.667506,0.9999492,0.9410904,0.955291,0.1405039,0.9566748,0.98736006,0.29232708,0.00025574976,0.64377517,0.9999894,0.9999901,0.9468713,0.9972511,15
102,3,0.59969044,0.6565043,0.009434052,0.39344624,0.959691,0.2177391,0.41190073,0.66655105,0.9999962,0.9974673,0.90766627,0.9978388,0.99027634,0.9959621,0.9631884,0.9999962,0.76909137,0.9381345,0.051173627,0.9736424,0.92068523,2
103,3,0.6001114,0.9772524,0.54459894,0.6043207,0.9994356,0.9804395,0.48996904,0.6669886,0.99643916,0.9999901,0.993274,0.9664119,0.8984183,0.8652273,0.8306926,0.9999999,0.6503321,0.98069304,0.85183233,0.87946075,0.00045160195,20
